	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71
10	 ( 6 4 )	 ( 6 5 )	 ( 6 5 )	 ( 6 5 )	 ( 8 3 )	 ( 6 6 )	 ( 6 6 )	 ( 40 1 )	 ( 18 1 )	 ( 5 2 )	 ( 2147483647 0 )	 ( 40 2 )	 ( 40 2 )	 ( 8 2 )	 ( 40 2 )	 ( 8 3 )	 ( 8 3 )	 ( 5 3 )	 ( 25 4 )	 ( 5 3 )	 ( 40 1 )	 ( 40 2 )	 ( 40 2 )	 ( 40 2 )	 ( 25 3 )	 ( 8 3 )	 ( 7 3 )	 ( 8 3 )	 ( 6 7 )	 ( 6 6 )	 ( 6 6 )	 ( 6 7 )	 ( 6 8 )	 ( 6 7 )	 ( 6 7 )	 ( 40 3 )	 ( 8 5 )	 ( 8 5 )	 ( 4 5 )	 ( 8 4 )	 ( 8 3 )	 ( 6 7 )	 ( 6 7 )	 ( 6 5 )	 ( 6 6 )	 ( 8 3 )	 ( 8 4 )	 ( 5 4 )	 ( 8 5 )	 ( 5 3 )	 ( 5 4 )	 ( 18 2 )	 ( 33 2 )	 ( 20 3 )	 ( 40 3 )	 ( 6 6 )	 ( 6 7 )	 ( 6 6 )	 ( 6 8 )	 ( 5 5 )	 ( 5 5 )	 ( 8 3 )	 ( 18 2 )	 ( 4 6 )	 ( 5 3 )	 ( 18 2 )	 ( 12 3 )	 ( 5 4 )	 ( 5 5 )	 ( 5 5 )	 ( 5 5 )	 ( 6 6 )
11	 ( 6 4 )	 ( 6 5 )	 ( 6 5 )	 ( 6 5 )	 ( 8 3 )	 ( 4 4 )	 ( 4 4 )	 ( 50 1 )	 ( 20 1 )	 ( 5 2 )	 ( 40 2 )	 ( 2147483647 0 )	 ( 50 1 )	 ( 8 2 )	 ( 50 2 )	 ( 8 3 )	 ( 8 3 )	 ( 25 3 )	 ( 25 2 )	 ( 5 3 )	 ( 50 1 )	 ( 25 1 )	 ( 22 1 )	 ( 25 1 )	 ( 25 1 )	 ( 8 3 )	 ( 7 3 )	 ( 8 3 )	 ( 4 6 )	 ( 4 5 )	 ( 4 5 )	 ( 4 5 )	 ( 4 6 )	 ( 4 5 )	 ( 4 5 )	 ( 25 2 )	 ( 4 4 )	 ( 8 5 )	 ( 4 3 )	 ( 8 4 )	 ( 8 3 )	 ( 4 5 )	 ( 4 5 )	 ( 4 4 )	 ( 4 5 )	 ( 8 3 )	 ( 8 4 )	 ( 5 4 )	 ( 8 5 )	 ( 5 3 )	 ( 5 4 )	 ( 20 2 )	 ( 33 2 )	 ( 20 3 )	 ( 50 3 )	 ( 6 6 )	 ( 4 6 )	 ( 4 5 )	 ( 4 6 )	 ( 5 5 )	 ( 5 5 )	 ( 8 3 )	 ( 20 2 )	 ( 4 4 )	 ( 5 3 )	 ( 20 2 )	 ( 12 3 )	 ( 5 4 )	 ( 5 5 )	 ( 5 5 )	 ( 5 5 )	 ( 4 5 )
12	 ( 6 3 )	 ( 6 4 )	 ( 6 4 )	 ( 6 4 )	 ( 7 2 )	 ( 6 5 )	 ( 6 5 )	 ( 50 1 )	 ( 20 2 )	 ( 5 2 )	 ( 40 2 )	 ( 50 1 )	 ( 2147483647 0 )	 ( 7 1 )	 ( 50 2 )	 ( 7 2 )	 ( 7 2 )	 ( 5 3 )	 ( 25 3 )	 ( 5 3 )	 ( 50 2 )	 ( 25 2 )	 ( 22 2 )	 ( 25 2 )	 ( 25 2 )	 ( 7 2 )	 ( 7 2 )	 ( 7 2 )	 ( 6 6 )	 ( 6 5 )	 ( 6 5 )	 ( 6 6 )	 ( 6 7 )	 ( 6 6 )	 ( 6 6 )	 ( 25 3 )	 ( 7 4 )	 ( 7 4 )	 ( 4 4 )	 ( 7 3 )	 ( 7 2 )	 ( 6 6 )	 ( 6 6 )	 ( 6 4 )	 ( 6 5 )	 ( 7 2 )	 ( 7 3 )	 ( 5 4 )	 ( 7 4 )	 ( 5 3 )	 ( 7 4 )	 ( 20 3 )	 ( 33 3 )	 ( 20 3 )	 ( 50 3 )	 ( 6 5 )	 ( 6 6 )	 ( 6 5 )	 ( 6 7 )	 ( 5 5 )	 ( 6 5 )	 ( 7 2 )	 ( 20 3 )	 ( 4 5 )	 ( 5 3 )	 ( 20 3 )	 ( 5 3 )	 ( 5 4 )	 ( 5 5 )	 ( 5 5 )	 ( 5 5 )	 ( 6 5 )
13	 ( 6 2 )	 ( 6 3 )	 ( 6 3 )	 ( 6 3 )	 ( 40 1 )	 ( 6 4 )	 ( 6 4 )	 ( 8 1 )	 ( 8 2 )	 ( 5 2 )	 ( 8 2 )	 ( 8 2 )	 ( 7 1 )	 ( 2147483647 0 )	 ( 8 2 )	 ( 50 1 )	 ( 50 1 )	 ( 5 3 )	 ( 8 4 )	 ( 5 3 )	 ( 8 3 )	 ( 8 3 )	 ( 8 3 )	 ( 8 3 )	 ( 8 3 )	 ( 50 1 )	 ( 7 1 )	 ( 50 1 )	 ( 6 5 )	 ( 6 4 )	 ( 6 4 )	 ( 6 5 )	 ( 6 6 )	 ( 6 5 )	 ( 6 5 )	 ( 8 4 )	 ( 11 3 )	 ( 16 3 )	 ( 11 4 )	 ( 40 2 )	 ( 50 1 )	 ( 6 5 )	 ( 6 5 )	 ( 6 3 )	 ( 6 4 )	 ( 50 1 )	 ( 14 2 )	 ( 5 3 )	 ( 14 3 )	 ( 14 3 )	 ( 14 3 )	 ( 8 3 )	 ( 8 3 )	 ( 7 2 )	 ( 10 2 )	 ( 6 4 )	 ( 6 5 )	 ( 6 4 )	 ( 6 6 )	 ( 5 4 )	 ( 6 4 )	 ( 10 1 )	 ( 8 3 )	 ( 11 5 )	 ( 5 3 )	 ( 8 3 )	 ( 5 3 )	 ( 6 4 )	 ( 5 4 )	 ( 5 4 )	 ( 5 4 )	 ( 6 4 )
14	 ( 6 4 )	 ( 6 5 )	 ( 6 5 )	 ( 6 5 )	 ( 8 3 )	 ( 6 6 )	 ( 6 6 )	 ( 50 1 )	 ( 12 2 )	 ( 5 2 )	 ( 40 2 )	 ( 50 2 )	 ( 50 2 )	 ( 8 2 )	 ( 2147483647 0 )	 ( 8 3 )	 ( 8 3 )	 ( 5 3 )	 ( 25 4 )	 ( 5 3 )	 ( 50 1 )	 ( 50 2 )	 ( 40 2 )	 ( 50 2 )	 ( 25 3 )	 ( 8 3 )	 ( 20 2 )	 ( 8 3 )	 ( 6 7 )	 ( 6 6 )	 ( 6 6 )	 ( 6 7 )	 ( 6 8 )	 ( 6 7 )	 ( 6 7 )	 ( 50 3 )	 ( 8 5 )	 ( 8 5 )	 ( 4 5 )	 ( 8 4 )	 ( 8 3 )	 ( 6 7 )	 ( 6 7 )	 ( 6 5 )	 ( 6 6 )	 ( 8 3 )	 ( 8 4 )	 ( 5 4 )	 ( 8 5 )	 ( 5 3 )	 ( 5 4 )	 ( 12 3 )	 ( 25 1 )	 ( 20 1 )	 ( 50 1 )	 ( 6 6 )	 ( 6 7 )	 ( 6 6 )	 ( 6 8 )	 ( 5 5 )	 ( 5 5 )	 ( 14 2 )	 ( 12 3 )	 ( 4 6 )	 ( 5 3 )	 ( 12 3 )	 ( 5 3 )	 ( 5 4 )	 ( 5 5 )	 ( 5 5 )	 ( 5 5 )	 ( 6 6 )
15	 ( 6 2 )	 ( 6 3 )	 ( 6 3 )	 ( 6 3 )	 ( 50 1 )	 ( 6 4 )	 ( 6 4 )	 ( 8 2 )	 ( 8 3 )	 ( 5 3 )	 ( 8 3 )	 ( 8 3 )	 ( 7 2 )	 ( 50 1 )	 ( 8 3 )	 ( 2147483647 0 )	 ( 50 1 )	 ( 5 4 )	 ( 8 5 )	 ( 5 4 )	 ( 8 4 )	 ( 8 4 )	 ( 8 4 )	 ( 8 4 )	 ( 8 4 )	 ( 50 2 )	 ( 7 2 )	 ( 50 2 )	 ( 6 5 )	 ( 6 4 )	 ( 6 4 )	 ( 6 5 )	 ( 6 6 )	 ( 6 5 )	 ( 6 5 )	 ( 8 5 )	 ( 11 3 )	 ( 16 3 )	 ( 11 4 )	 ( 50 2 )	 ( 50 2 )	 ( 6 5 )	 ( 6 5 )	 ( 6 4 )	 ( 6 4 )	 ( 50 2 )	 ( 14 3 )	 ( 5 4 )	 ( 14 4 )	 ( 14 4 )	 ( 14 4 )	 ( 8 4 )	 ( 8 4 )	 ( 7 3 )	 ( 10 3 )	 ( 6 5 )	 ( 6 5 )	 ( 6 4 )	 ( 6 6 )	 ( 6 5 )	 ( 6 5 )	 ( 10 2 )	 ( 8 4 )	 ( 11 5 )	 ( 5 4 )	 ( 8 4 )	 ( 5 4 )	 ( 6 5 )	 ( 5 5 )	 ( 5 5 )	 ( 5 5 )	 ( 6 5 )
16	 ( 6 2 )	 ( 6 3 )	 ( 6 3 )	 ( 6 3 )	 ( 40 1 )	 ( 6 4 )	 ( 6 4 )	 ( 8 2 )	 ( 8 3 )	 ( 5 3 )	 ( 8 3 )	 ( 8 3 )	 ( 7 2 )	 ( 50 1 )	 ( 8 3 )	 ( 50 1 )	 ( 2147483647 0 )	 ( 5 4 )	 ( 8 5 )	 ( 5 4 )	 ( 8 4 )	 ( 8 4 )	 ( 8 4 )	 ( 8 4 )	 ( 8 4 )	 ( 50 1 )	 ( 7 2 )	 ( 50 2 )	 ( 6 5 )	 ( 6 4 )	 ( 6 4 )	 ( 6 5 )	 ( 6 6 )	 ( 6 5 )	 ( 6 5 )	 ( 8 5 )	 ( 11 3 )	 ( 16 3 )	 ( 11 4 )	 ( 40 2 )	 ( 50 2 )	 ( 6 5 )	 ( 6 5 )	 ( 6 4 )	 ( 6 4 )	 ( 50 2 )	 ( 14 3 )	 ( 5 4 )	 ( 14 4 )	 ( 14 4 )	 ( 14 4 )	 ( 8 4 )	 ( 8 4 )	 ( 7 3 )	 ( 10 3 )	 ( 6 5 )	 ( 6 5 )	 ( 6 4 )	 ( 6 6 )	 ( 6 5 )	 ( 6 5 )	 ( 10 2 )	 ( 8 4 )	 ( 11 5 )	 ( 5 4 )	 ( 8 4 )	 ( 5 4 )	 ( 6 5 )	 ( 5 5 )	 ( 5 5 )	 ( 5 5 )	 ( 6 5 )
17	 ( 5 5 )	 ( 4 4 )	 ( 4 4 )	 ( 4 4 )	 ( 5 4 )	 ( 4 3 )	 ( 4 3 )	 ( 5 2 )	 ( 5 3 )	 ( 13 1 )	 ( 5 3 )	 ( 25 3 )	 ( 5 3 )	 ( 5 3 )	 ( 5 3 )	 ( 5 4 )	 ( 5 4 )	 ( 2147483647 0 )	 ( 33 1 )	 ( 22 1 )	 ( 25 4 )	 ( 25 4 )	 ( 22 4 )	 ( 25 4 )	 ( 33 2 )	 ( 5 4 )	 ( 5 4 )	 ( 5 4 )	 ( 4 5 )	 ( 4 4 )	 ( 4 4 )	 ( 4 4 )	 ( 4 5 )	 ( 4 4 )	 ( 4 4 )	 ( 25 5 )	 ( 4 3 )	 ( 4 4 )	 ( 4 2 )	 ( 4 4 )	 ( 5 4 )	 ( 4 4 )	 ( 4 4 )	 ( 4 3 )	 ( 4 4 )	 ( 13 4 )	 ( 13 3 )	 ( 7 3 )	 ( 13 4 )	 ( 13 2 )	 ( 13 3 )	 ( 20 3 )	 ( 5 4 )	 ( 5 4 )	 ( 5 4 )	 ( 6 5 )	 ( 4 5 )	 ( 4 4 )	 ( 4 5 )	 ( 7 4 )	 ( 6 4 )	 ( 5 4 )	 ( 20 4 )	 ( 4 3 )	 ( 22 2 )	 ( 12 3 )	 ( 13 2 )	 ( 6 3 )	 ( 7 4 )	 ( 7 4 )	 ( 7 4 )	 ( 4 4 )
18	 ( 4 4 )	 ( 4 3 )	 ( 4 3 )	 ( 4 3 )	 ( 4 4 )	 ( 4 2 )	 ( 4 2 )	 ( 25 3 )	 ( 20 3 )	 ( 13 2 )	 ( 25 4 )	 ( 25 2 )	 ( 25 3 )	 ( 8 4 )	 ( 25 4 )	 ( 8 5 )	 ( 8 5 )	 ( 33 1 )	 ( 2147483647 0 )	 ( 22 2 )	 ( 25 3 )	 ( 25 3 )	 ( 22 3 )	 ( 25 3 )	 ( 50 1 )	 ( 8 5 )	 ( 7 5 )	 ( 8 5 )	 ( 4 4 )	 ( 4 3 )	 ( 4 3 )	 ( 4 3 )	 ( 4 4 )	 ( 4 3 )	 ( 4 3 )	 ( 25 4 )	 ( 4 2 )	 ( 4 3 )	 ( 4 1 )	 ( 4 3 )	 ( 8 5 )	 ( 4 3 )	 ( 4 3 )	 ( 4 2 )	 ( 4 3 )	 ( 4 4 )	 ( 4 3 )	 ( 7 4 )	 ( 4 4 )	 ( 13 3 )	 ( 13 4 )	 ( 20 2 )	 ( 25 4 )	 ( 20 5 )	 ( 25 5 )	 ( 4 4 )	 ( 4 4 )	 ( 4 3 )	 ( 4 4 )	 ( 4 4 )	 ( 4 3 )	 ( 8 5 )	 ( 20 3 )	 ( 4 2 )	 ( 22 3 )	 ( 20 4 )	 ( 13 3 )	 ( 6 4 )	 ( 7 5 )	 ( 4 4 )	 ( 4 4 )	 ( 4 3 )
19	 ( 5 5 )	 ( 6 5 )	 ( 6 5 )	 ( 4 5 )	 ( 5 4 )	 ( 4 4 )	 ( 4 4 )	 ( 5 2 )	 ( 5 3 )	 ( 33 1 )	 ( 5 3 )	 ( 5 3 )	 ( 5 3 )	 ( 5 3 )	 ( 5 3 )	 ( 5 4 )	 ( 5 4 )	 ( 22 1 )	 ( 22 2 )	 ( 2147483647 0 )	 ( 5 4 )	 ( 5 4 )	 ( 5 4 )	 ( 5 4 )	 ( 22 3 )	 ( 5 4 )	 ( 5 4 )	 ( 5 4 )	 ( 6 6 )	 ( 4 5 )	 ( 6 5 )	 ( 4 5 )	 ( 4 6 )	 ( 4 5 )	 ( 4 5 )	 ( 5 5 )	 ( 4 4 )	 ( 4 5 )	 ( 4 3 )	 ( 14 5 )	 ( 5 4 )	 ( 4 5 )	 ( 4 5 )	 ( 6 4 )	 ( 6 5 )	 ( 14 4 )	 ( 28 3 )	 ( 7 3 )	 ( 25 4 )	 ( 28 2 )	 ( 28 3 )	 ( 20 4 )	 ( 5 4 )	 ( 5 4 )	 ( 5 4 )	 ( 6 5 )	 ( 7 6 )	 ( 7 5 )	 ( 4 6 )	 ( 7 4 )	 ( 6 4 )	 ( 5 4 )	 ( 5 4 )	 ( 4 4 )	 ( 25 1 )	 ( 12 3 )	 ( 33 2 )	 ( 6 3 )	 ( 7 4 )	 ( 7 4 )	 ( 7 4 )	 ( 6 5 )
20	 ( 6 5 )	 ( 6 6 )	 ( 6 6 )	 ( 6 6 )	 ( 8 4 )	 ( 4 5 )	 ( 4 5 )	 ( 50 2 )	 ( 20 2 )	 ( 5 3 )	 ( 40 1 )	 ( 50 1 )	 ( 50 2 )	 ( 8 3 )	 ( 50 1 )	 ( 8 4 )	 ( 8 4 )	 ( 25 4 )	 ( 25 3 )	 ( 5 4 )	 ( 2147483647 0 )	 ( 50 1 )	 ( 40 1 )	 ( 50 1 )	 ( 25 2 )	 ( 8 4 )	 ( 20 3 )	 ( 8 4 )	 ( 4 7 )	 ( 4 6 )	 ( 4 6 )	 ( 4 6 )	 ( 4 7 )	 ( 4 6 )	 ( 4 6 )	 ( 50 2 )	 ( 4 5 )	 ( 8 6 )	 ( 4 4 )	 ( 8 5 )	 ( 8 4 )	 ( 4 6 )	 ( 4 6 )	 ( 4 5 )	 ( 4 6 )	 ( 8 4 )	 ( 8 5 )	 ( 5 5 )	 ( 8 6 )	 ( 5 4 )	 ( 5 5 )	 ( 20 3 )	 ( 33 1 )	 ( 20 2 )	 ( 50 2 )	 ( 6 7 )	 ( 4 7 )	 ( 4 6 )	 ( 4 7 )	 ( 5 6 )	 ( 5 6 )	 ( 14 3 )	 ( 20 3 )	 ( 4 5 )	 ( 5 4 )	 ( 20 3 )	 ( 12 4 )	 ( 5 5 )	 ( 5 6 )	 ( 5 6 )	 ( 5 6 )	 ( 4 6 )
21	 ( 6 5 )	 ( 6 6 )	 ( 6 6 )	 ( 6 6 )	 ( 8 4 )	 ( 4 5 )	 ( 4 5 )	 ( 25 2 )	 ( 20 2 )	 ( 5 3 )	 ( 40 2 )	 ( 25 1 )	 ( 25 2 )	 ( 8 3 )	 ( 50 2 )	 ( 8 4 )	 ( 8 4 )	 ( 25 4 )	 ( 25 3 )	 ( 5 4 )	 ( 50 1 )	 ( 2147483647 0 )	 ( 40 2 )	 ( 50 2 )	 ( 25 2 )	 ( 8 4 )	 ( 20 4 )	 ( 8 4 )	 ( 4 7 )	 ( 4 6 )	 ( 4 6 )	 ( 4 6 )	 ( 4 7 )	 ( 4 6 )	 ( 4 6 )	 ( 50 1 )	 ( 4 5 )	 ( 8 6 )	 ( 4 4 )	 ( 8 5 )	 ( 8 4 )	 ( 4 6 )	 ( 4 6 )	 ( 4 5 )	 ( 4 6 )	 ( 8 4 )	 ( 8 5 )	 ( 5 5 )	 ( 8 6 )	 ( 5 4 )	 ( 5 5 )	 ( 20 3 )	 ( 33 2 )	 ( 20 3 )	 ( 50 3 )	 ( 6 7 )	 ( 4 7 )	 ( 4 6 )	 ( 4 7 )	 ( 5 6 )	 ( 5 6 )	 ( 14 4 )	 ( 20 3 )	 ( 4 5 )	 ( 5 4 )	 ( 20 3 )	 ( 12 4 )	 ( 5 5 )	 ( 5 6 )	 ( 5 6 )	 ( 5 6 )	 ( 4 6 )
22	 ( 6 5 )	 ( 6 6 )	 ( 6 6 )	 ( 6 6 )	 ( 8 4 )	 ( 4 5 )	 ( 4 5 )	 ( 22 2 )	 ( 20 2 )	 ( 5 3 )	 ( 40 2 )	 ( 22 1 )	 ( 22 2 )	 ( 8 3 )	 ( 40 2 )	 ( 8 4 )	 ( 8 4 )	 ( 22 4 )	 ( 22 3 )	 ( 5 4 )	 ( 40 1 )	 ( 40 2 )	 ( 2147483647 0 )	 ( 40 2 )	 ( 22 2 )	 ( 8 4 )	 ( 20 4 )	 ( 8 4 )	 ( 4 7 )	 ( 4 6 )	 ( 4 6 )	 ( 4 6 )	 ( 4 7 )	 ( 4 6 )	 ( 4 6 )	 ( 18 1 )	 ( 4 5 )	 ( 8 6 )	 ( 4 4 )	 ( 8 5 )	 ( 8 4 )	 ( 4 6 )	 ( 4 6 )	 ( 4 5 )	 ( 4 6 )	 ( 8 4 )	 ( 8 5 )	 ( 5 5 )	 ( 8 6 )	 ( 5 4 )	 ( 5 5 )	 ( 20 3 )	 ( 33 2 )	 ( 20 3 )	 ( 40 3 )	 ( 6 7 )	 ( 4 7 )	 ( 4 6 )	 ( 4 7 )	 ( 5 6 )	 ( 5 6 )	 ( 14 4 )	 ( 20 3 )	 ( 4 5 )	 ( 5 4 )	 ( 20 3 )	 ( 12 4 )	 ( 5 5 )	 ( 5 6 )	 ( 5 6 )	 ( 5 6 )	 ( 4 6 )
23	 ( 6 5 )	 ( 6 6 )	 ( 6 6 )	 ( 6 6 )	 ( 8 4 )	 ( 4 5 )	 ( 4 5 )	 ( 25 2 )	 ( 20 2 )	 ( 5 3 )	 ( 40 2 )	 ( 25 1 )	 ( 25 2 )	 ( 8 3 )	 ( 50 2 )	 ( 8 4 )	 ( 8 4 )	 ( 25 4 )	 ( 25 3 )	 ( 5 4 )	 ( 50 1 )	 ( 50 2 )	 ( 40 2 )	 ( 2147483647 0 )	 ( 25 2 )	 ( 8 4 )	 ( 20 4 )	 ( 8 4 )	 ( 4 7 )	 ( 4 6 )	 ( 4 6 )	 ( 4 6 )	 ( 4 7 )	 ( 4 6 )	 ( 4 6 )	 ( 50 3 )	 ( 4 5 )	 ( 8 6 )	 ( 4 4 )	 ( 8 5 )	 ( 8 4 )	 ( 4 6 )	 ( 4 6 )	 ( 4 5 )	 ( 4 6 )	 ( 8 4 )	 ( 8 5 )	 ( 5 5 )	 ( 8 6 )	 ( 5 4 )	 ( 5 5 )	 ( 20 3 )	 ( 33 2 )	 ( 20 3 )	 ( 50 3 )	 ( 6 7 )	 ( 4 7 )	 ( 4 6 )	 ( 4 7 )	 ( 5 6 )	 ( 5 6 )	 ( 14 4 )	 ( 20 3 )	 ( 4 5 )	 ( 5 4 )	 ( 20 3 )	 ( 12 4 )	 ( 5 5 )	 ( 5 6 )	 ( 5 6 )	 ( 5 6 )	 ( 4 6 )
24	 ( 6 5 )	 ( 4 4 )	 ( 4 4 )	 ( 4 4 )	 ( 8 4 )	 ( 4 3 )	 ( 4 3 )	 ( 25 2 )	 ( 20 2 )	 ( 13 3 )	 ( 25 3 )	 ( 25 1 )	 ( 25 2 )	 ( 8 3 )	 ( 25 3 )	 ( 8 4 )	 ( 8 4 )	 ( 33 2 )	 ( 50 1 )	 ( 22 3 )	 ( 25 2 )	 ( 25 2 )	 ( 22 2 )	 ( 25 2 )	 ( 2147483647 0 )	 ( 8 4 )	 ( 7 4 )	 ( 8 4 )	 ( 4 5 )	 ( 4 4 )	 ( 4 4 )	 ( 4 4 )	 ( 4 5 )	 ( 4 4 )	 ( 4 4 )	 ( 25 3 )	 ( 4 3 )	 ( 4 4 )	 ( 4 2 )	 ( 4 4 )	 ( 8 4 )	 ( 4 4 )	 ( 4 4 )	 ( 4 3 )	 ( 4 4 )	 ( 8 4 )	 ( 4 4 )	 ( 7 5 )	 ( 4 5 )	 ( 13 4 )	 ( 13 5 )	 ( 20 1 )	 ( 25 3 )	 ( 20 4 )	 ( 25 4 )	 ( 4 5 )	 ( 4 5 )	 ( 4 4 )	 ( 4 5 )	 ( 4 5 )	 ( 4 4 )	 ( 8 4 )	 ( 20 2 )	 ( 4 3 )	 ( 22 4 )	 ( 20 3 )	 ( 13 4 )	 ( 6 5 )	 ( 7 6 )	 ( 4 5 )	 ( 4 5 )	 ( 4 4 )
25	 ( 6 2 )	 ( 6 3 )	 ( 6 3 )	 ( 6 3 )	 ( 50 1 )	 ( 6 4 )	 ( 6 4 )	 ( 8 2 )	 ( 8 3 )	 ( 5 3 )	 ( 8 3 )	 ( 8 3 )	 ( 7 2 )	 ( 50 1 )	 ( 8 3 )	 ( 50 2 )	 ( 50 1 )	 ( 5 4 )	 ( 8 5 )	 ( 5 4 )	 ( 8 4 )	 ( 8 4 )	 ( 8 4 )	 ( 8 4 )	 ( 8 4 )	 ( 2147483647 0 )	 ( 7 2 )	 ( 50 2 )	 ( 6 5 )	 ( 6 4 )	 ( 6 4 )	 ( 6 5 )	 ( 6 6 )	 ( 6 5 )	 ( 6 5 )	 ( 8 5 )	 ( 11 3 )	 ( 16 3 )	 ( 11 4 )	 ( 50 2 )	 ( 50 2 )	 ( 6 5 )	 ( 6 5 )	 ( 6 4 )	 ( 6 4 )	 ( 50 2 )	 ( 14 3 )	 ( 5 4 )	 ( 14 4 )	 ( 14 4 )	 ( 14 4 )	 ( 8 4 )	 ( 8 4 )	 ( 7 3 )	 ( 10 3 )	 ( 6 5 )	 ( 6 5 )	 ( 6 4 )	 ( 6 6 )	 ( 6 5 )	 ( 6 5 )	 ( 10 2 )	 ( 8 4 )	 ( 11 5 )	 ( 5 4 )	 ( 8 4 )	 ( 5 4 )	 ( 6 5 )	 ( 5 5 )	 ( 5 5 )	 ( 5 5 )	 ( 6 5 )
26	 ( 6 3 )	 ( 6 4 )	 ( 6 4 )	 ( 6 4 )	 ( 7 2 )	 ( 6 5 )	 ( 6 5 )	 ( 7 2 )	 ( 7 3 )	 ( 5 3 )	 ( 7 3 )	 ( 7 3 )	 ( 7 2 )	 ( 7 1 )	 ( 20 2 )	 ( 7 2 )	 ( 7 2 )	 ( 5 4 )	 ( 7 5 )	 ( 5 4 )	 ( 20 3 )	 ( 20 4 )	 ( 20 4 )	 ( 20 4 )	 ( 7 4 )	 ( 7 2 )	 ( 2147483647 0 )	 ( 7 2 )	 ( 6 6 )	 ( 6 5 )	 ( 6 5 )	 ( 6 6 )	 ( 6 7 )	 ( 6 6 )	 ( 6 6 )	 ( 20 5 )	 ( 7 4 )	 ( 7 4 )	 ( 7 5 )	 ( 7 3 )	 ( 7 2 )	 ( 6 6 )	 ( 6 6 )	 ( 6 4 )	 ( 6 5 )	 ( 7 2 )	 ( 7 3 )	 ( 5 4 )	 ( 7 4 )	 ( 7 4 )	 ( 7 4 )	 ( 7 4 )	 ( 20 3 )	 ( 50 1 )	 ( 50 2 )	 ( 6 5 )	 ( 6 6 )	 ( 6 5 )	 ( 6 7 )	 ( 5 5 )	 ( 6 5 )	 ( 50 1 )	 ( 7 4 )	 ( 7 6 )	 ( 5 4 )	 ( 7 4 )	 ( 5 4 )	 ( 6 5 )	 ( 5 5 )	 ( 5 5 )	 ( 5 5 )	 ( 6 5 )
27	 ( 6 2 )	 ( 6 3 )	 ( 6 3 )	 ( 6 3 )	 ( 40 1 )	 ( 6 4 )	 ( 6 4 )	 ( 8 2 )	 ( 8 3 )	 ( 5 3 )	 ( 8 3 )	 ( 8 3 )	 ( 7 2 )	 ( 50 1 )	 ( 8 3 )	 ( 50 2 )	 ( 50 2 )	 ( 5 4 )	 ( 8 5 )	 ( 5 4 )	 ( 8 4 )	 ( 8 4 )	 ( 8 4 )	 ( 8 4 )	 ( 8 4 )	 ( 50 2 )	 ( 7 2 )	 ( 2147483647 0 )	 ( 6 5 )	 ( 6 4 )	 ( 6 4 )	 ( 6 5 )	 ( 6 6 )	 ( 6 5 )	 ( 6 5 )	 ( 8 5 )	 ( 11 3 )	 ( 16 3 )	 ( 11 4 )	 ( 40 2 )	 ( 50 2 )	 ( 6 5 )	 ( 6 5 )	 ( 6 4 )	 ( 6 4 )	 ( 50 2 )	 ( 14 3 )	 ( 5 4 )	 ( 14 4 )	 ( 14 4 )	 ( 14 4 )	 ( 8 4 )	 ( 8 4 )	 ( 7 3 )	 ( 10 3 )	 ( 6 5 )	 ( 6 5 )	 ( 6 4 )	 ( 6 6 )	 ( 6 5 )	 ( 6 5 )	 ( 10 2 )	 ( 8 4 )	 ( 11 5 )	 ( 5 4 )	 ( 8 4 )	 ( 5 4 )	 ( 6 5 )	 ( 5 5 )	 ( 5 5 )	 ( 5 5 )	 ( 6 5 )
28	 ( 25 3 )	 ( 40 2 )	 ( 33 2 )	 ( 40 3 )	 ( 6 4 )	 ( 40 2 )	 ( 50 3 )	 ( 6 6 )	 ( 6 7 )	 ( 6 5 )	 ( 6 7 )	 ( 4 6 )	 ( 6 6 )	 ( 6 5 )	 ( 6 7 )	 ( 6 5 )	 ( 6 5 )	 ( 4 5 )	 ( 4 4 )	 ( 6 6 )	 ( 4 7 )	 ( 4 7 )	 ( 4 7 )	 ( 4 7 )	 ( 4 5 )	 ( 6 5 )	 ( 6 6 )	 ( 6 5 )	 ( 2147483647 0 )	 ( 33 1 )	 ( 40 1 )	 ( 40 1 )	 ( 50 1 )	 ( 50 2 )	 ( 50 2 )	 ( 4 8 )	 ( 14 4 )	 ( 14 5 )	 ( 40 3 )	 ( 11 5 )	 ( 6 5 )	 ( 33 2 )	 ( 40 2 )	 ( 40 2 )	 ( 40 3 )	 ( 6 4 )	 ( 6 3 )	 ( 5 4 )	 ( 6 4 )	 ( 6 4 )	 ( 6 4 )	 ( 4 6 )	 ( 6 8 )	 ( 6 7 )	 ( 6 7 )	 ( 20 4 )	 ( 40 3 )	 ( 40 3 )	 ( 40 2 )	 ( 11 4 )	 ( 11 3 )	 ( 6 6 )	 ( 4 7 )	 ( 16 3 )	 ( 6 6 )	 ( 6 7 )	 ( 6 6 )	 ( 11 4 )	 ( 11 5 )	 ( 11 4 )	 ( 11 4 )	 ( 20 3 )
