72
62	51	30	1	10
63	38	10	1	10
63	41	39	1	8
64	9	16	1	10
64	19	43	1	5
65	8	33	1	8
65	66	50	1	2
66	9	38	1	6
66	65	50	1	2
67	47	54	1	10
67	49	31	1	15
67	60	12	1	5
68	47	53	1	4
68	70	49	1	4
69	47	33	1	8
69	60	19	1	3
70	47	9	1	16
70	60	31	1	12
70	68	49	1	4
71	43	55	1	6
71	55	28	1	17
